X1	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
E2F2	1	3	0	2	1	180	153	0	0
ID3	4504	5540	5035	2690	2945	5	14	4500	5253
LOC105260810	0	0	0	0	0	109	70	0	0
LOC102902621	23	12	15	25	38	83	106	14	13
LOC109502152	8	4	7	7	6	43	74	3	4
RPL11	11068	11105	9608	11340	14350	500	347	7763	9104
ELOA	1621	2084	1811	2193	2753	490	366	1349	1634
LOC111562009	4	0	2	1	1	0	0	2	1
PITHD1	671	963	757	848	1016	158	139	648	813
LYPLA2	298	250	216	310	322	150	109	166	224
GALE	302	246	217	387	405	106	100	237	282
HMGCL	550	627	587	620	815	72	80	383	453
FUCA1	1415	1286	1066	1065	1410	61	103	1331	1669
CNR2	0	0	0	1	0	120	133	0	0
PNRC2	2725	3243	2577	3123	4207	248	182	2445	2930
SRSF10	1829	1924	1457	1867	2948	292	185	1309	1513
LOC105260809	31	15	16	16	26	56	39	6	18
MYOM3	2	8	8	4	3	264	268	7	22
IL22RA1	0	0	0	0	0	52	81	0	0
IFNLR1	1	1	0	1	0	96	125	0	1
LOC102899441	1	2	1	5	6	4	16	1	0
GRHL3	9	1	0	0	2	139	179	20	13
STPG1	18	12	4	14	4	141	119	1	0
NIPAL3	828	1053	889	912	1261	235	228	789	945
LOC111561692	1	0	0	0	0	11	27	1	0
LOC111561693	0	0	1	1	1	23	18	5	0
RCAN3	873	1093	874	1364	1814	260	217	669	838
NCMAP	5	21	22	3	11	124	86	2	2
SRRM1	362	363	292	357	492	1092	778	244	264
CLIC4	14346	12970	10562	19423	26657	154	97	15094	18710
RUNX3	18	0	2	10	16	318	221	80	68
TRNAK-CUU_43	0	0	0	0	0	4	7	0	0
SYF2	289	384	322	387	511	238	146	193	212
LOC101098728	291	358	303	312	453	187	146	311	374
RSRP1	257	177	126	219	284	93	59	109	171
LOC102899922	26	32	17	34	36	27	42	80	90
TMEM50A	1721	2432	1979	2347	3143	82	75	1500	1781
RHCE	16	11	3	7	16	88	99	13	12
LOC102900124	83	76	80	48	51	101	94	89	91
MACO1	623	757	610	761	1034	185	144	449	634
LOC109502159	1	1	2	1	0	29	43	2	3
LDLRAP1	492	698	632	327	349	137	123	456	525
LOC111561694	3	6	3	1	1	38	73	2	5
MAN1C1	480	680	680	101	148	124	117	358	447
LOC109502160	3	2	2	6	16	20	20	6	0
SELENON	530	802	728	754	1038	135	162	926	975
MTFR1L	1215	1434	1272	1401	1781	85	80	1144	1309
AUNIP	11	1	7	12	11	105	123	3	3
PAQR7	16	19	9	7	7	50	51	3	5
STMN1	104	30	26	61	102	533	352	10	13
PAFAH2	333	400	314	364	461	166	173	260	347
EXTL1	0	1	2	0	0	137	131	0	0
SLC30A2	1	3	0	0	0	89	73	0	0
TRIM63	36	92	72	25	44	111	142	76	72
LOC111561696	7	7	4	6	13	30	45	0	1
PDIK1L	354	427	351	436	577	111	106	238	247
FAM110D	5	5	3	6	7	73	81	1	3
LOC111561697	0	0	0	0	0	50	49	0	0
ZNF593	167	200	186	195	243	66	65	149	170
LOC111561698	0	0	2	0	2	30	27	2	0
CNKSR1	1	0	1	2	3	90	126	9	4
CATSPER4	0	1	0	0	0	103	106	0	0
CEP85	276	243	249	381	456	422	358	183	245
SH3BGRL3	982	664	559	1007	1189	541	390	803	817
UBXN11	22	21	9	25	22	117	116	5	18
CRYBG2	0	0	4	1	2	227	266	0	2
ZNF683	0	0	0	0	0	71	97	0	0
LOC109502166	0	0	0	0	0	36	38	0	0
LIN28A	0	0	0	0	0	39	62	0	0
DHDDS	436	541	485	598	743	234	275	390	413
HMGN2	2461	2361	1977	2651	3346	741	359	1295	1573
LOC111562105	0	0	0	0	0	19	22	0	0
RPS6KA1	62	48	50	82	125	419	381	79	88
LOC109502168	0	0	1	1	0	82	119	0	0
LOC109502167	0	0	0	0	1	44	45	0	0
LOC109502170	1	1	0	1	1	23	21	0	1
ARID1A	280	233	194	285	408	1207	914	184	190
LOC109502172	18	8	5	8	11	122	131	7	6
LOC109502173	1	0	1	3	4	42	50	2	3
LOC109502174	10	8	6	9	16	47	51	3	7
PIGV	362	580	474	456	574	169	187	222	242
LOC109502177	4	10	4	9	7	37	63	2	2
ZDHHC18	102	116	105	201	235	181	183	110	101
SFN	6	0	0	2	4	20	16	5	10
GPN2	329	306	263	336	429	134	158	183	251
GPATCH3	221	264	225	291	345	132	170	111	134
LOC109502176	0	0	0	1	0	9	2	0	0
NR0B2	0	0	0	0	0	15	22	0	0
NUDC	912	906	774	1076	1378	452	298	690	704
KDF1	1	2	1	0	1	46	68	1	1
TRNP1	19	9	4	12	16	20	25	6	3
FAM46B	19	4	4	23	25	62	69	19	19
LOC102902040	2	0	0	3	2	46	34	2	1
LOC109502178	0	0	0	0	0	115	143	0	0
SLC9A1	169	196	168	238	330	291	262	142	190
LOC109502179	0	0	0	1	0	89	86	0	2
WDTC1	1021	1468	1318	1405	1435	250	292	837	1017
TMEM222	353	433	428	417	424	80	68	350	379
SYTL1	35	43	39	45	54	136	131	36	43
MAP3K6	353	368	370	356	374	140	150	237	286
FCN3	2	1	1	0	1	62	60	2	1
CD164L2	0	1	0	1	0	78	73	0	0
LOC102900475	0	0	0	0	0	57	81	0	0
GPR3	4	3	0	1	2	37	17	2	2
WASF2	1203	1681	1351	1617	1826	547	372	858	1040
LOC109502183	3	0	2	3	2	32	21	1	0
AHDC1	187	186	158	185	286	182	243	175	128
FGR	5	9	7	2	2	257	282	27	26
LOC101084040	1	0	0	0	0	56	59	1	0
LOC105260803	0	1	0	1	2	115	137	0	1
IFI6	438	321	284	229	293	49	69	645	792
LOC111561699	0	0	0	0	0	16	43	0	0
FAM76A	336	335	282	438	551	66	68	316	333
STX12	3096	3518	2776	3900	5135	117	104	2730	3668
PPP1R8	761	858	717	1015	1308	134	69	497	666
LOC111562166	26	24	21	28	35	0	0	7	12
THEMIS2	18	17	19	23	25	76	66	15	39
RPA2	549	422	387	589	838	141	166	329	377
SMPDL3B	1	0	0	0	1	91	94	0	0
XKR8	53	66	69	64	73	58	76	86	70
EYA3	1016	1208	1092	1152	1459	362	359	715	836
PTAFR	5	9	5	1	3	126	154	0	0
DNAJC8	984	1188	960	1176	1670	380	262	770	726
ATP5IF1	2470	2765	2125	3061	3824	521	304	2398	2694
SESN2	1636	1718	1550	1953	2001	139	173	789	986
LOC111561941	0	0	0	0	0	31	30	0	0
LOC109502185	9	11	13	11	17	91	120	0	4
LOC101086663	626	646	502	801	1055	491	461	415	533
LOC105260802	167	130	107	134	161	37	45	64	100
LOC111562123	2032	1822	1381	3149	4276	301	162	579	775
LOC111562122	360	382	243	594	824	3	4	124	197
RCC1	203	162	124	251	283	128	131	125	106
TRNAU1AP	475	445	377	433	587	172	164	258	343
LOC111562180	1	0	0	0	2	1	0	0	0
LOC102901878	798	1001	884	1096	1347	36	27	555	697
LOC111562170	21	14	5	14	19	78	16	9	10
LOC111562158	35	71	41	72	115	1	2	22	33
LOC111562156	14	12	20	22	35	3	0	7	5
LOC111562142	64	68	56	86	127	16	11	32	36
LOC109502188	0	0	0	0	2	5	4	0	0
RAB42	9	8	7	13	17	15	7	5	4
TAF12	519	531	419	599	775	165	170	368	480
LOC111562028	0	0	0	0	0	7	4	0	0
LOC111562165	31	33	39	40	42	66	32	15	29
GMEB1	341	332	325	456	620	322	230	205	264
LOC109502190	4	0	0	2	1	37	33	3	0
LOC109502189	0	0	0	0	0	18	27	0	0
YTHDF2	915	913	827	1232	1733	202	138	764	802
OPRD1	0	0	0	0	0	63	59	1	1
EPB41	968	782	622	1333	1968	611	528	1245	1272
LOC111562015	0	0	0	0	0	0	0	0	0
TMEM200B	341	289	245	450	567	35	72	292	296
SRSF4	1106	1193	1030	1348	1668	576	404	725	833
MECR	347	324	273	366	454	164	178	294	311
LOC111562069	0	0	0	0	0	0	2	0	1
PTPRU	303	264	246	209	286	301	309	158	159
LOC111561701	4	3	0	5	5	20	29	4	4
LOC109503080	0	0	0	0	0	34	64	0	0
LOC111561942	0	0	0	0	0	2	2	0	0
LOC109502194	0	1	0	1	0	4	25	0	0
LOC109503083	0	1	0	0	0	10	8	0	0
LOC111561702	0	0	0	0	0	4	5	0	0
LOC109502195	0	0	0	0	0	16	23	0	0
LOC109502196	2	0	0	0	0	42	42	0	0
LOC109503085	0	0	0	0	0	18	15	0	0
LOC109503086	0	0	0	0	0	1	5	0	1
MATN1	0	0	0	0	0	43	44	0	1
LAPTM5	7	10	16	9	13	680	447	6	9
LOC109502200	0	0	0	0	0	94	141	0	0
LOC109503087	0	0	0	0	0	20	30	0	1
SDC3	836	719	650	743	837	58	71	676	858
PUM1	1404	1509	1324	1677	2281	459	402	1049	1071
LOC111562139	0	0	0	2	2	0	0	0	1
LOC111562140	3	0	0	0	1	3	6	0	0
LOC111562141	5	3	2	8	7	1	7	2	3
LOC109502202	3	0	0	0	0	31	27	1	0
LOC109502203	0	1	1	2	1	34	55	3	1
NKAIN1	2039	2971	2460	2494	2974	106	128	1830	1992
SNRNP40	662	695	616	738	985	135	104	449	554
ZCCHC17	838	895	796	1011	1300	184	165	748	896
FABP3	1140	548	426	2688	3972	70	110	2394	2695
LOC109502204	58	35	28	58	82	70	89	41	23
SERINC2	394	348	352	448	485	115	118	1132	1278
LOC101101148	0	0	0	0	0	108	111	0	0
TINAGL1	59	71	37	52	61	69	79	248	298
HCRTR1	8	2	2	1	6	65	71	7	3
PEF1	1660	1623	1582	1819	1956	99	97	1415	1554
COL16A1	3791	2235	2046	3269	3838	376	494	493	642
LOC109502205	45	14	7	23	20	50	54	5	6
ADGRB2	39	96	76	60	52	293	313	48	41
LOC109502207	0	0	1	0	0	37	51	0	0
LOC109502206	1	0	0	0	2	59	56	0	0
SPOCD1	10	14	11	14	11	117	134	1	4
LOC102900721	23	35	24	12	11	118	168	5	4
PTP4A2	11698	11969	9807	12292	15220	755	457	7356	10142
KHDRBS1	1230	1255	975	1586	2081	407	293	593	816
TMEM39B	152	135	142	152	212	102	118	105	85
KPNA6	2862	3494	3071	3424	4513	518	489	2314	2675
TXLNA	2294	2913	2390	3041	3886	452	321	2134	2351
CCDC28B	61	92	80	99	141	46	65	60	74
IQCC	188	214	163	258	316	84	85	128	137
DCDC2B	23	16	15	18	20	107	139	14	19
TMEM234	213	269	249	352	431	82	91	205	202
EIF3I	4486	5033	4235	5404	6585	364	282	4027	4339
LOC101081743	37	5	2	12	17	73	66	12	11
FAM167B	5	2	0	8	8	66	57	1	0
LCK	0	0	2	0	1	522	383	0	0
HDAC1	741	736	640	940	1343	377	273	563	724
MARCKSL1	57	56	47	206	232	78	53	65	103
FAM229A	8	14	10	15	14	10	10	2	7
TSSK3	38	39	33	50	76	30	27	34	45
BSDC1	1888	2160	1945	2287	2780	221	172	1324	1591
ZBTB8B	3	3	0	1	0	66	78	2	2
LOC109502209	0	1	1	0	1	40	46	0	0
ZBTB8A	373	371	291	467	626	214	191	164	199
ZBTB8OS	259	341	242	282	441	137	125	156	207
RBBP4	3874	4285	3360	5038	6801	437	283	2558	3252
SYNC	1396	2120	1768	1953	2469	77	61	1613	2076
KIAA1522	442	444	336	530	545	152	168	348	427
YARS	3017	2691	2268	3602	4750	195	124	1911	2162
S100PBP	302	375	257	363	529	239	189	170	211
FNDC5	12	22	14	17	25	106	109	29	21
HPCA	2	1	0	1	2	31	24	1	0
TMEM54	630	458	448	596	660	22	23	434	422
LOC111562195	0	0	0	0	0	0	1	0	0
RNF19B	3061	4709	3984	4084	4850	286	257	2601	3263
LOC111562063	0	0	0	0	0	5	13	0	0
AK2	2125	2462	1923	2507	3148	199	152	1289	1636
AZIN2	730	1154	1148	1036	1207	137	173	964	1062
LOC109502215	12	22	9	17	18	21	11	15	18
LOC109502214	15	48	43	22	25	40	41	18	39
TRIM62	165	220	162	140	192	110	119	189	235
LOC109503089	0	0	0	0	0	20	25	0	0
ZNF362	270	351	287	377	462	103	100	222	281
A3GALT2	1	3	2	4	2	20	37	1	0
PHC2	4373	5066	4357	6172	7053	243	286	3299	3998
LOC109502216	0	0	0	1	2	42	57	0	0
LOC102902537	37	95	70	22	48	130	125	10	26
ZSCAN20	501	531	478	569	663	241	272	241	271
CSMD2	7	3	2	5	1	658	764	8	5
LOC111561704	0	0	0	0	0	42	49	0	0
HMGB4	0	0	1	0	0	30	39	0	0
LOC111561705	0	0	0	1	0	47	63	0	0
CC1H1orf94	0	0	0	0	0	110	135	0	0
GJB5	143	30	18	31	38	36	34	12	11
GJB4	0	0	0	3	0	43	41	0	0
GJB3	17	2	2	6	16	57	63	8	6
GJA4	0	0	0	0	2	39	30	0	0
SMIM12	185	248	234	262	266	44	32	219	204
DLGAP3	31	61	49	47	44	160	199	4	8
LOC111561626	0	0	0	0	0	23	17	0	1
TMEM35B	1237	1594	1367	1190	1393	58	63	405	545
LOC109502220	3	0	1	4	2	57	65	4	4
ZMYM6	496	533	454	565	794	154	206	291	378
ZMYM1	486	487	411	525	668	70	72	354	402
SFPQ	2896	2358	1931	3382	4340	1522	1022	1438	2021
ZMYM4	1156	1470	1163	1549	1988	329	331	883	1112
LOC111562157	0	0	0	0	0	0	2	0	0
LOC109502224	5	7	4	6	7	37	29	3	1
KIAA0319L	560	611	578	645	790	315	332	600	650
LOC109502223	14	8	6	12	15	74	96	6	15
NCDN	777	945	788	986	1080	196	166	634	721
TFAP2E	5	1	3	0	1	84	101	3	0
PSMB2	1522	1651	1398	1828	2287	45	37	1032	1326
CC1H1orf216	170	298	266	271	362	30	40	167	179
CLSPN	140	236	173	151	199	607	549	138	156
AGO4	449	762	606	881	1011	273	266	392	522
LOC101086581	1212	1512	1194	1530	1950	415	412	944	1189
LOC101087079	590	675	485	644	738	133	130	416	565
TEKT2	21	34	47	30	37	49	82	30	29
LOC109502229	2	1	2	1	1	1	3	0	1
ADPRHL2	443	507	511	506	656	106	134	355	344
COL8A2	214	215	194	119	119	129	177	540	551
LOC111561706	13	13	5	11	12	21	36	6	2
TRAPPC3	1184	1341	1049	1422	1865	63	68	923	1181
MAP7D1	2296	2748	2503	2679	3140	670	412	2438	3036
THRAP3	4140	4667	3776	4824	6600	890	658	2871	3358
SH3D21	375	243	200	224	314	117	118	269	265
EVA1B	1209	1188	1081	1207	1215	18	28	1033	1242
LOC109502230	16	3	14	13	18	22	25	16	25
STK40	666	631	577	743	857	205	168	613	700
LSM10	113	200	205	229	265	31	36	149	199
OSCP1	161	120	111	202	241	67	86	166	154
MRPS15	1084	1163	978	1444	1719	101	91	733	935
CSF3R	1	3	0	2	1	137	149	1	0
LOC111561943	0	0	0	0	0	17	7	0	0
LOC111561944	0	0	0	0	0	16	32	0	0
LOC109502233	0	0	0	1	0	17	25	0	0
LOC109502231	1	1	4	1	4	9	11	3	2
LOC111561708	0	0	0	1	0	40	34	0	0
LOC109502232	0	1	1	0	0	82	88	0	0
GRIK3	5	2	3	0	1	102	152	5	3
LOC109502236	0	0	0	0	0	22	16	0	0
LOC109502237	0	0	0	0	0	52	77	0	0
LOC109502238	0	0	0	0	0	70	100	0	0
LOC109502239	0	0	0	0	0	24	26	1	0
LOC109503090	1	0	0	0	0	36	36	0	0
ZC3H12A	186	192	159	227	237	137	111	134	178
MEAF6	431	550	435	641	871	129	134	294	348
SNIP1	589	626	483	600	787	112	66	353	380
DNALI1	3	5	4	5	4	46	63	3	3
GNL2	1116	1205	928	1241	1672	273	224	858	1015
RSPO1	12	8	5	5	3	53	66	125	128
LOC111561709	0	4	3	0	4	66	91	1	4
CC1H1orf109	283	374	310	342	431	91	90	308	368
CDCA8	32	6	12	20	36	162	145	11	5
EPHA10	0	0	0	5	1	166	225	0	0
LOC109502240	1	0	0	0	0	29	50	0	0
MANEAL	44	46	39	43	40	82	95	21	25
YRDC	419	432	455	442	596	80	118	292	341
CC1H1orf122	227	311	300	308	378	23	23	298	297
MTF1	426	514	479	551	614	294	326	433	473
INPP5B	2059	1981	1684	2699	3354	306	342	1521	1846
LOC111562107	3	3	2	3	1	8	14	2	2
LOC109502242	0	0	1	1	0	25	25	0	0
SF3A3	1417	1397	1130	1695	2291	387	362	931	1173
FHL3	629	438	382	880	996	27	35	362	378
UTP11	572	719	572	750	948	94	94	420	492
POU3F1	1	0	0	3	0	12	16	0	1
LOC111561628	0	0	0	0	0	32	21	0	0
LOC109502243	0	0	0	0	0	33	14	0	1
LOC109502244	0	0	0	0	0	16	40	0	0
LOC109502245	0	0	0	0	0	120	101	0	0
LOC109502246	0	0	0	0	0	47	80	0	0
LOC109502249	0	0	0	0	0	43	45	0	0
LOC109502248	0	0	0	0	0	13	26	0	0
LOC109502247	0	0	0	0	0	99	164	0	0
RRAGC	2771	3876	2984	3485	4650	141	110	2093	2456
LOC102901732	17	41	41	41	52	19	13	18	20
MYCBP	156	122	82	132	204	51	83	221	270
GJA9	29	21	35	28	37	58	82	28	24
RHBDL2	75	117	101	80	79	128	165	166	244
AKIRIN1	1862	2103	1665	2057	2541	150	101	1951	2751
LOC109502250	3	1	0	0	1	20	20	3	1
NDUFS5	1397	1693	1500	1690	2112	131	97	1402	1791
MACF1	13735	18681	15099	20414	25153	2049	1904	12505	13234
LOC111562037	1	1	0	1	0	3	2	0	0
BMP8A	34	27	23	31	22	77	68	5	10
LOC101088562	0	1	0	1	4	4	2	0	0
LOC105260819	13	18	6	21	33	85	104	15	6
PABPC4	1881	1959	1726	2204	2977	409	311	1219	1415
LOC111562161	12	17	15	11	22	17	16	3	7
HEYL	288	506	451	1501	1619	223	232	39	46
NT5C1A	7	5	7	12	15	188	187	5	2
HPCAL4	6	10	8	10	12	134	141	12	7
LOC111561945	0	0	0	0	0	32	54	0	0
PPIE	999	1164	940	1103	1218	222	193	651	812
BMP8B	1	2	0	1	0	49	60	0	0
LOC111561712	0	0	0	0	0	11	13	0	0
OXCT2	0	0	0	4	2	11	17	0	0
TRIT1	250	313	227	309	368	215	235	131	162
MYCL	145	77	85	124	161	143	162	70	83
MFSD2A	604	370	378	480	573	106	140	319	412
CAP1	8972	7342	6240	10524	14100	1083	693	6368	7437
PPT1	1934	2111	1574	1811	2384	102	119	1778	2274
LOC111562079	0	0	0	0	0	6	7	0	0
RLF	1235	1142	916	1570	2088	213	176	649	737
LOC111561713	2	0	0	4	5	68	101	3	2
TMCO2	0	0	0	2	1	26	32	0	0
ZMPSTE24	2593	2344	1894	2510	3505	285	239	1932	2382
COL9A2	661	440	412	1180	1353	162	182	445	537
LOC111561714	62	27	35	52	68	52	62	21	31
SMAP2	369	423	304	510	581	293	290	237	256
ZFP69B	21	29	22	69	80	65	72	14	20
ZFP69	172	147	151	240	350	184	159	117	171
EXO5	172	133	157	205	264	33	36	49	67
ZNF684	176	199	157	188	292	53	51	155	166
LOC101091386	70	41	43	174	218	3	5	106	150
LOC109502258	5	2	2	3	16	15	29	0	8
LOC109502259	0	0	0	0	0	39	42	0	0
RIMS3	335	382	279	506	490	244	251	141	158
NFYC	282	352	302	466	615	188	186	194	284
KCNQ4	3	0	2	0	0	135	140	0	0
LOC111561715	1	2	0	0	0	55	52	2	0
LOC111561946	0	0	0	0	1	25	14	0	0
LOC109502260	1	0	2	0	2	5	19	1	0
CITED4	96	123	102	191	197	4	17	86	116
LOC109502261	0	0	0	0	1	18	19	0	0
LOC109502262	0	0	0	0	0	27	32	0	0
CTPS1	461	458	377	582	774	210	221	330	403
SLFNL1	2	0	0	2	2	17	11	2	3
SCMH1	277	330	278	331	450	196	279	194	175
LOC111561717	16	21	10	32	33	19	20	41	31
LOC109502264	0	0	0	0	0	63	67	0	0
LOC111561718	1	1	1	3	4	128	172	1	0
LOC102899941	0	0	0	0	0	48	45	0	1
FOXO6	0	1	0	0	0	33	24	6	1
LOC109502265	0	0	0	0	0	89	102	0	0
EDN2	1	1	2	0	4	63	71	0	2
HIVEP3	23	5	7	24	28	467	471	9	15
GUCA2B	1	0	1	1	0	26	19	0	0
GUCA2A	1	0	1	0	0	43	23	0	0
FOXJ3	798	942	786	946	1427	324	337	580	699
LOC109502268	6	5	6	4	0	40	44	3	4
LOC111561719	14	27	16	5	18	46	68	15	35
RIMKLA	4	4	1	4	7	140	133	9	5
ZMYND12	5	2	5	0	5	75	104	8	7
PPCS	450	565	486	571	799	105	111	365	450
CCDC30	2	2	2	5	11	180	260	56	37
PPIH	399	365	327	346	519	82	139	320	395
YBX1	18752	15875	13180	28847	36158	2809	1531	17735	22106
CLDN19	5	0	1	1	0	89	105	0	0
P3H1	2335	2354	2111	2817	3493	109	133	1939	2282
CC1H1orf50	153	572	467	399	535	49	67	145	165
TMEM269	6	4	2	12	30	104	117	8	15
SVBP	138	162	141	202	245	30	30	118	120
ERMAP	0	5	0	0	2	167	180	1	0
ZNF691	136	155	91	178	192	135	139	93	71
SLC2A1	1397	1365	1234	3269	4263	101	92	847	995
LOC101095998	9	9	2	8	14	60	64	2	1
LOC111561720	7	4	5	6	8	42	72	1	4
LOC111561629	0	0	0	0	1	76	77	4	0
LOC109502270	1	0	0	1	0	10	13	0	0
LOC111561721	0	0	0	0	0	65	44	0	0
LOC101101149	0	0	0	0	2	60	78	1	0
LOC101095757	0	0	0	0	0	50	56	0	0
FAM183A	0	0	0	0	0	45	51	0	0
LOC111556297	0	0	0	0	0	56	77	1	0
LOC101101398	0	0	0	0	0	27	68	0	0
EBNA1BP2	1064	1042	807	1250	1473	155	119	595	756
CFAP57	88	72	44	47	63	249	285	34	27
TMEM125	0	0	0	0	0	16	14	0	0
CC1H1orf210	1	0	0	0	1	59	60	0	2
LOC109503093	0	0	0	0	0	28	37	0	0
TIE1	1	5	3	2	0	171	168	0	1
MPL	1	2	1	1	1	192	253	0	1
CDC20	86	11	7	61	59	155	164	8	7
ELOVL1	1094	1055	1043	1148	1480	108	163	969	996
MED8	526	619	531	499	663	242	237	352	334
SZT2	445	539	469	520	583	898	865	262	342
HYI	366	197	187	301	318	52	40	215	260
PTPRF	387	506	459	1255	1463	320	352	387	404
LOC109502274	3	7	3	4	3	176	256	2	3
KDM4A	3000	2937	2596	3714	4664	543	444	1889	1948
ST3GAL3	187	152	133	319	379	91	88	102	92
LOC111562135	2	1	0	7	9	0	2	1	0
LOC111561722	2	0	0	2	3	1	2	2	0
ARTN	1	1	0	0	0	11	4	0	0
IPO13	796	957	775	1137	1305	168	177	550	629
DPH2	289	288	270	371	432	80	66	256	242
ATP6V0B	1381	1652	1424	1621	1987	98	167	807	878
B4GALT2	487	570	555	830	911	102	73	451	463
CCDC24	7	5	4	8	12	32	33	3	10
SLC6A9	1011	736	727	1295	1486	80	70	454	505
LOC109502278	0	0	0	0	0	18	26	0	0
KLF17	0	0	0	0	0	161	173	0	0
LOC111561630	0	0	0	0	0	31	49	0	0
DMAP1	498	563	469	546	616	125	116	314	341
ERI3	841	1070	901	1157	1339	159	137	734	784
LOC102901638	2	1	3	2	3	58	54	0	1
RNF220	965	1114	980	1225	1366	271	204	546	702
LOC109502280	0	0	0	0	0	19	33	0	0
LOC109502279	1	1	2	2	0	15	21	0	0
LOC111562090	0	1	1	0	0	0	3	0	3
LOC105260816	51	37	32	54	67	48	62	28	26
TMEM53	21	18	38	29	48	59	67	14	17
LOC111561724	0	0	0	0	0	5	19	0	0
CC1H1orf228	3	17	6	10	11	38	95	8	8
LOC111561725	0	0	0	0	0	26	40	0	2
LOC111562013	147	232	194	193	219	14	8	66	67
KIF2C	42	2	0	17	42	308	301	2	0
RPS8	25966	23432	20138	29575	36412	1183	651	14472	16847
LOC111562137	82	63	72	109	140	95	41	27	30
LOC111562147	8	6	6	14	16	6	6	4	6
LOC111562145	5	6	1	11	6	10	4	4	1
LOC111562144	8	13	6	5	10	4	3	8	5
BEST4	3	2	0	2	2	120	136	2	2
PLK3	147	122	101	134	183	155	143	64	90
TCTEX1D4	18	10	15	16	8	57	79	11	10
BTBD19	243	310	214	277	344	133	126	194	158
LOC111562014	22	21	16	20	16	2	5	4	6
PTCH2	14	41	18	14	15	148	196	31	38
EIF2B3	666	716	611	787	1016	136	146	433	611
HECTD3	837	915	758	827	998	273	330	660	837
UROD	950	1036	1002	1135	1445	120	126	1105	1190
ZSWIM5	9	14	1	5	2	193	248	8	6
HPDL	9	9	4	16	11	30	44	8	9
MUTYH	111	120	126	165	176	76	103	62	79
TOE1	316	420	347	425	545	119	95	223	267
TESK2	48	52	43	61	80	145	161	32	60
LOC109502284	2	0	1	1	3	90	60	1	0
LOC101080469	53	61	41	74	80	103	158	42	48
MMACHC	34	37	43	41	57	70	84	22	27
PRDX1	21597	14150	12188	16244	21996	408	237	17421	20837
LOC111562022	0	0	0	0	0	1	3	0	0
AKR1A1	1888	3043	2728	2796	3480	267	217	1967	2204
NASP	927	1020	727	1000	1239	490	435	563	704
CCDC17	52	68	61	75	75	132	189	28	57
GPBP1L1	1522	1795	1496	1702	2373	279	237	1050	1315
TMEM69	449	403	320	427	520	53	74	234	281
IPP	521	430	371	433	643	102	116	358	393
LOC101093034	0	0	0	0	0	17	33	0	0
MAST2	1917	1977	1563	2398	2781	349	394	955	1033
LOC111562060	0	0	0	0	1	0	4	0	1
PIK3R3	1859	2505	2095	1916	2523	126	125	1303	1712
LOC109503010	0	0	1	1	1	47	77	0	0
TSPAN1	2	3	4	6	3	70	57	2	0
POMGNT1	1321	1657	1463	1891	2191	204	228	1024	1246
LOC109502289	0	6	0	1	2	22	23	0	0
LURAP1	25	39	32	53	51	130	174	61	60
RAD54L	31	8	11	16	21	265	316	4	6
LRRC41	2657	2955	2749	3355	3886	163	152	2032	2180
LOC101095032	1753	1815	1575	2051	2692	282	165	1576	1926
NSUN4	107	127	97	132	195	167	152	88	99
LOC111561731	1	2	0	0	0	204	224	0	1
FAAH	28	25	22	12	36	250	292	20	19
LOC101081996	0	0	0	0	1	120	163	0	0
DMBX1	0	1	0	0	0	109	105	0	0
KNCN	0	1	0	1	1	113	111	0	0
MKNK1	267	330	267	254	264	203	248	173	176
MOB3C	457	548	407	424	533	182	154	296	349
ATPAF1	919	1084	888	1251	1610	203	172	660	836
TEX38	0	2	2	0	0	45	35	0	0
EFCAB14	3479	3598	2862	3048	4169	403	350	3289	3963
LOC101096660	321	374	354	762	952	127	135	369	461
LOC111561734	0	2	0	0	3	7	5	2	1
LOC111561733	0	2	1	0	1	16	19	2	2
LOC109502292	1	1	1	4	2	0	0	1	1
LOC101094994	4	7	7	11	1	20	15	4	5
LOC101096906	1	4	5	19	27	130	156	3	5
PDZK1IP1	1143	1224	1015	1042	1185	55	59	1216	1350
TAL1	0	2	1	0	4	246	323	0	0
STIL	88	45	31	97	106	250	217	31	50
CMPK1	4131	3823	3105	4415	6108	144	111	2632	3238
LOC111561735	0	1	2	1	1	14	14	0	2
LOC109502294	2	0	0	0	0	70	79	0	0
FOXE3	0	0	0	0	0	6	13	1	0
LOC102901203	38	47	35	89	107	69	66	36	38
FOXD2	4	6	6	3	12	18	21	3	9
LOC111562131	0	0	0	0	0	10	17	0	0
LOC105260824	0	0	0	0	0	69	111	0	0
TRABD2B	235	122	94	216	201	135	202	77	106
LOC109502299	0	1	0	0	2	67	76	0	0
LOC109502297	0	0	1	3	1	11	21	0	0
LOC109502298	1	0	3	1	2	28	56	0	1
LOC109503096	2	0	0	0	0	22	14	0	0
LOC109503097	0	0	0	0	0	23	30	0	0
SLC5A9	0	2	0	0	0	128	120	1	1
LOC102901271	0	1	1	0	0	32	36	1	0
SPATA6	226	196	171	291	377	44	59	200	248
LOC109502302	0	1	0	0	2	3	3	0	0
AGBL4	62	73	58	77	101	232	301	19	33
LOC109502305	0	0	0	0	0	17	44	0	0
LOC109502304	0	0	0	0	0	6	4	0	0
LOC109502303	0	0	0	0	0	8	9	0	0
ELAVL4	1	1	2	0	0	69	119	0	1
