X1	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC4MINUS	MischiefMinus	X2654MINUS
ZBTB17	755	535	458	267	169	495	480	592	706	168	299
SRARP	4	0	0	1	6	0	3	3	9	26	9
HSPB7	3	1	0	3	4	2	48	116	28	59	18
CLCNKA	8	2	2	5	16	3	7	6	2	90	1
FAM131C	2	3	1	1	7	3	0	0	0	23	1
EPHA2	11	18	35	11	19	1	838	597	754	96	691
LOC109502110	3	3	5	3	6	0	14	5	13	38	10
LOC109502111	3	0	2	3	3	0	0	1	1	34	0
ARHGEF19	147	103	116	62	32	101	98	94	107	108	88
LOC102899506	2	1	2	0	4	3	0	1	1	28	0
RSG1	120	71	106	38	26	78	104	93	142	101	108
FBXO42	623	581	583	342	128	451	2174	2264	2675	225	960
SZRD1	574	561	554	267	121	449	736	861	826	77	621
SPATA21	142	120	143	82	46	112	129	147	97	136	109
NECAP2	2023	1789	2138	1219	486	1649	1511	1803	1808	308	1336
CROCC	743	491	608	227	167	408	263	264	261	201	123
MFAP2	11	6	7	1	11	1	141	372	64	52	133
ATP13A2	1204	1135	1307	539	208	844	345	577	646	183	630
LOC111562143	2	1	0	1	1	1	0	0	0	0	0
SDHB	618	689	745	364	139	496	1514	1885	1727	115	1204
PADI2	1463	852	1533	598	385	983	469	698	296	212	349
LOC111562132	2	3	0	0	2	0	0	0	0	26	0
PADI1	5	5	3	7	9	2	0	0	1	113	0
PADI3	2	3	5	3	8	1	0	0	0	124	0
PADI4	26	12	9	41	15	9	0	1	0	47	0
PADI6	111	38	104	43	38	61	1	1	0	135	1
RCC2	4241	3753	3952	1757	864	3100	3824	4131	4512	517	2072
ARHGEF10L	517	203	613	218	188	385	902	1065	1431	136	830
LOC109502117	2	2	0	4	9	0	6	5	8	27	5
LOC109502115	17	25	36	14	29	23	5	1	7	69	2
LOC109502114	36	11	28	21	36	13	20	17	14	58	18
ACTL8	4	1	1	4	8	3	0	1	2	22	0
IGSF21	1	1	1	3	11	1	0	0	0	69	0
KLHDC7A	3	1	2	0	8	6	0	0	0	22	0
LOC109502121	0	0	0	1	2	0	0	0	0	23	0
PAX7	5	4	5	3	24	2	0	0	0	107	0
LOC111561980	0	0	0	0	1	0	0	0	0	0	0
TAS1R2	15	9	10	4	13	10	0	0	0	55	0
ALDH4A1	650	605	674	335	147	497	894	1417	1835	159	1297
LOC109502122	3	0	0	2	0	1	1	0	1	19	2
LOC111561684	101	97	102	41	30	45	194	190	295	46	92
IFFO2	196	159	170	59	33	104	258	273	447	202	122
LOC109502123	3	0	0	0	9	2	1	0	1	32	0
LOC109503075	0	1	1	0	2	0	0	0	1	29	0
UBR4	7002	4798	5438	6160	2202	4345	3339	3596	4077	1699	2401
LOC109502125	40	28	35	12	10	20	6	3	1	22	1
EMC1	1877	1677	1487	697	273	1151	2410	2917	3259	356	2043
MRTO4	218	223	150	80	41	102	275	302	343	79	200
LOC111561685	35	28	16	14	6	22	26	25	53	14	24
LOC101089785	158	157	159	105	36	152	392	492	420	45	426
PQLC2	144	136	178	56	54	100	295	306	334	70	236
CAPZB	5624	5597	7581	3362	1303	6473	4553	5406	6201	636	5082
LOC109502126	153	69	130	68	31	83	42	32	43	84	27
LOC102900309	110	80	83	26	32	51	11	8	9	73	7
LOC111562044	0	0	0	0	0	0	0	0	0	1	0
LOC109502128	127	240	166	73	42	135	0	0	0	35	1
MINOS1	571	626	622	314	136	492	853	988	897	88	695
LOC111562080	1	0	0	1	1	3	0	0	0	0	0
NBL1	2	2	3	2	7	1	2085	3499	1864	40	2291
HTR6	80	40	59	37	26	34	4	3	2	90	3
TMCO4	623	378	605	438	191	464	323	548	315	313	374
RNF186	2	0	4	1	5	1	0	0	0	11	0
OTUD3	265	208	207	115	45	165	330	398	472	161	213
LOC101091384	6	0	0	1	7	1	0	1	0	59	0
LOC109502129	1	0	1	0	2	2	0	2	3	11	1
PLA2G5	3	4	3	1	16	3	1	0	0	70	1
PLA2G2D	2	2	1	0	6	0	0	0	0	40	0
PLA2G2F	126	101	157	107	53	124	0	0	0	55	0
PLA2G2C	7	4	4	3	7	4	0	0	0	30	0
UBXN10	3	2	2	7	7	1	0	0	0	74	0
LOC109502130	1	0	0	1	1	0	0	0	0	23	0
VWA5B1	7	2	10	7	14	2	0	0	0	201	0
LOC109502132	0	0	0	2	4	1	0	0	0	78	0
LOC105260812	2	0	0	1	1	1	3	0	1	14	0
CAMK2N1	16	69	37	120	18	56	40	33	53	26	25
MUL1	214	184	204	106	54	183	414	481	559	130	372
FAM43B	1	1	3	0	4	2	7	1	3	33	12
LOC109502135	3	1	0	4	11	1	1	1	0	53	0
CDA	2	9	9	3	8	3	9	6	0	68	15
PINK1	1067	1495	1174	726	287	1096	1221	1944	1623	186	1479
DDOST	1976	2133	2284	1551	627	2074	4132	4560	3956	239	3428
KIF17	4	6	3	7	14	3	0	0	2	120	0
SH2D5	4	4	3	2	25	3	1	0	0	90	0
HP1BP3	2824	2972	2361	1846	658	1951	1562	1853	2048	473	984
EIF4G3	2497	2362	2317	1625	588	1636	4406	5016	5154	936	3772
LOC109502139	63	21	34	69	25	22	17	22	14	91	6
LOC111561687	7	18	9	11	7	9	20	9	19	32	10
ECE1	1296	2099	2241	1426	537	1971	2548	863	1897	185	1335
LOC111561688	2	0	0	8	3	1	1	0	0	41	0
LOC111561689	183	366	275	154	107	258	7	3	6	159	11
ALPL	5	2	4	6	18	0	1	2	1	127	1
RAP1GAP	5	9	7	6	22	3	148	149	145	219	165
USP48	1100	894	1004	744	272	536	1106	1104	1485	477	682
LDLRAD2	17	10	13	7	5	7	132	101	157	54	41
HSPG2	37	34	49	43	103	24	21173	21800	28900	660	15328
LOC102901553	3	2	0	2	6	1	0	0	0	34	0
LOC101094275	2	0	1	1	7	0	0	0	2	58	0
LOC101094519	1151	1326	1297	819	271	1042	847	1179	1235	108	614
CDC42	10416	8741	10705	5957	2114	7879	7295	8205	8610	452	5323
WNT4	66	42	56	48	26	52	21	18	20	77	21
LOC111561690	0	1	0	0	2	1	1	2	3	18	7
LOC109502144	1	0	2	0	4	0	1	0	1	28	0
LOC102901815	2	0	4	1	8	4	5	1	0	116	0
ZBTB40	2046	1301	1743	1071	473	1384	1130	1089	1429	487	703
EPHA8	4	4	8	11	34	5	1	0	1	118	0
C1QA	3	2	3	0	8	3	0	0	0	27	0
C1QC	1	6	2	2	2	1	0	0	0	27	0
C1QB	1	2	5	4	3	10	0	0	0	30	0
EPHB2	4	2	5	4	27	6	907	775	1841	168	24
LACTBL1	3	0	0	5	15	5	0	0	0	73	0
TEX46	1	1	0	0	3	1	0	0	0	30	0
KDM1A	1002	1007	1045	483	178	834	1934	2055	2489	305	1375
LUZP1	77	50	74	42	35	51	3295	3557	5999	260	2252
HTR1D	2	0	1	1	8	1	319	120	1774	94	67
HNRNPR	2512	1966	2054	1641	566	1511	1186	1066	1367	616	592
LOC109502148	31	17	22	14	7	8	4	1	5	10	4
ZNF436	399	376	345	158	75	229	1041	1167	1148	150	727
LOC111562095	0	0	0	0	0	1	0	0	0	0	0
TCEA3	6	7	12	7	3	6	161	318	166	62	176
LOC109502149	1	3	1	3	9	0	3	4	6	35	4
ASAP3	156	85	206	34	57	84	169	277	116	178	136
TRNAK-CUU_42	0	0	0	0	0	0	0	0	0	18	0
E2F2	483	335	453	670	112	351	1	3	2	180	0
ID3	375	435	246	242	62	392	4504	5540	2690	5	4500
LOC105260810	239	243	181	108	47	126	0	0	0	109	0
LOC102902621	47	19	21	26	23	19	23	12	25	83	14
LOC109502152	20	8	3	3	13	5	8	4	7	43	3
RPL11	15624	14100	16184	9575	2830	10678	11068	11105	11340	500	7763
ELOA	2066	2162	2104	1257	472	1691	1621	2084	2193	490	1349
LOC111562009	22	9	16	13	6	9	4	0	1	0	2
PITHD1	837	904	831	446	167	780	671	963	848	158	648
LYPLA2	373	410	308	204	114	440	298	250	310	150	166
GALE	135	167	210	86	52	175	302	246	387	106	237
HMGCL	512	417	519	250	94	479	550	627	620	72	383
FUCA1	622	538	840	327	174	491	1415	1286	1065	61	1331
CNR2	437	211	401	463	97	194	0	0	1	120	0
PNRC2	6542	6878	6110	3294	1359	5389	2725	3243	3123	248	2445
SRSF10	3468	3179	2928	1716	701	2246	1829	1924	1867	292	1309
LOC105260809	263	164	264	114	32	123	31	15	16	56	6
MYOM3	14	288	8	11	95	236	2	8	4	264	7
IL22RA1	6	2	2	2	7	0	0	0	0	52	0
IFNLR1	395	593	397	172	124	555	1	1	1	96	0
LOC102899441	1	2	0	1	4	0	1	2	5	4	1
GRHL3	6	3	16	4	19	0	9	1	0	139	20
STPG1	11	10	14	3	13	11	18	12	14	141	1
NIPAL3	1796	1701	1672	968	326	1044	828	1053	912	235	789
LOC111561692	10	8	7	6	6	11	1	0	0	11	1
LOC111561693	11	8	13	5	3	13	0	0	1	23	5
RCAN3	2757	3154	1936	1014	438	2213	873	1093	1364	260	669
NCMAP	5	4	10	7	9	0	5	21	3	124	2
SRRM1	1207	850	962	946	367	618	362	363	357	1092	244
CLIC4	13117	9646	14300	9774	3894	8700	14346	12970	19423	154	15094
RUNX3	1006	1135	968	834	308	741	18	0	10	318	80
TRNAK-CUU_43	0	0	0	0	0	0	0	0	0	4	0
SYF2	673	745	678	390	149	635	289	384	387	238	193
LOC101098728	613	651	612	331	108	427	291	358	312	187	311
RSRP1	1467	1426	1318	479	188	774	257	177	219	93	109
LOC102899922	8	24	8	12	8	26	26	32	34	27	80
TMEM50A	2564	2926	2969	1279	711	2384	1721	2432	2347	82	1500
RHCE	70	58	39	104	16	83	16	11	7	88	13
LOC102900124	263	381	244	159	70	166	83	76	48	101	89
MACO1	840	854	783	530	197	623	623	757	761	185	449
LOC109502159	13	13	9	1	1	2	1	1	1	29	2
LDLRAP1	1586	1323	1258	287	196	785	492	698	327	137	456
LOC111561694	73	30	49	14	20	15	3	6	1	38	2
MAN1C1	309	317	322	93	58	206	480	680	101	124	358
LOC109502160	21	10	26	11	7	3	3	2	6	20	6
SELENON	9704	6168	8954	11143	3608	4621	530	802	754	135	926
MTFR1L	846	872	790	478	197	650	1215	1434	1401	85	1144
AUNIP	159	113	210	131	82	93	11	1	12	105	3
PAQR7	56	40	76	32	23	43	16	19	7	50	3
STMN1	2096	1594	1868	759	205	1017	104	30	61	533	10
PAFAH2	3500	5491	4368	2966	1040	4213	333	400	364	166	260
EXTL1	16	10	19	10	28	10	0	1	0	137	0
SLC30A2	13	2	6	6	4	6	1	3	0	89	0
TRIM63	11	5	9	8	1	3	36	92	25	111	76
LOC111561696	15	9	22	9	7	13	7	7	6	30	0
PDIK1L	730	648	641	293	134	424	354	427	436	111	238
FAM110D	1	1	1	2	15	3	5	5	6	73	1
LOC111561697	0	1	2	2	8	0	0	0	0	50	0
ZNF593	63	71	108	55	23	84	167	200	195	66	149
LOC111561698	8	10	7	8	2	6	0	0	0	30	2
CNKSR1	3	12	5	4	16	2	1	0	2	90	9
CATSPER4	3	1	0	2	9	1	0	1	0	103	0
CEP85	1417	983	1272	736	236	796	276	243	381	422	183
SH3BGRL3	956	544	982	1127	304	627	982	664	1007	541	803
UBXN11	116	74	84	86	33	124	22	21	25	117	5
CRYBG2	87	20	70	59	35	26	0	0	1	227	0
ZNF683	29	4	97	36	12	6	0	0	0	71	0
LOC109502166	2	0	1	1	2	0	0	0	0	36	0
LIN28A	0	1	2	0	1	0	0	0	0	39	0
DHDDS	480	347	408	272	110	246	436	541	598	234	390
HMGN2	4420	5341	5000	2811	1086	4070	2461	2361	2651	741	1295
LOC111562105	0	0	0	3	0	1	0	0	0	19	0
RPS6KA1	3144	3060	3156	1727	668	2483	62	48	82	419	79
LOC109502168	0	3	1	2	9	0	0	0	1	82	0
LOC109502167	7	9	17	12	6	16	0	0	0	44	0
LOC109502170	7	7	13	11	10	9	1	1	1	23	0
ARID1A	2352	1411	1692	2338	729	1302	280	233	285	1207	184
LOC109502172	87	44	72	43	27	22	18	8	8	122	7
LOC109502173	30	22	28	39	23	16	1	0	3	42	2
LOC109502174	64	47	57	77	36	48	10	8	9	47	3
PIGV	979	479	566	390	131	407	362	580	456	169	222
LOC109502177	24	20	27	16	8	7	4	10	9	37	2
ZDHHC18	724	880	654	305	121	562	102	116	201	181	110
SFN	9	15	4	5	10	3	6	0	2	20	5
GPN2	338	260	301	129	67	215	329	306	336	134	183
GPATCH3	363	358	358	173	92	282	221	264	291	132	111
LOC109502176	0	0	0	1	0	0	0	0	1	9	0
NR0B2	1	0	1	0	7	2	0	0	0	15	0
NUDC	619	566	553	319	122	469	912	906	1076	452	690
KDF1	12	7	9	7	5	5	1	2	0	46	1
TRNP1	10	8	4	1	1	2	19	9	12	20	6
FAM46B	12	5	2	12	10	5	19	4	23	62	19
LOC102902040	2	0	0	1	4	1	2	0	3	46	2
LOC109502178	1	0	1	1	15	4	0	0	0	115	0
SLC9A1	338	295	283	415	137	249	169	196	238	291	142
LOC109502179	1	0	0	0	1	1	0	0	1	89	0
WDTC1	1255	938	1161	675	274	834	1021	1468	1405	250	837
TMEM222	442	503	404	209	79	370	353	433	417	80	350
SYTL1	1453	1332	1189	562	231	977	35	43	45	136	36
MAP3K6	349	189	358	143	116	157	353	368	356	140	237
FCN3	2	4	3	1	3	0	2	1	0	62	2
CD164L2	1	6	0	3	11	4	0	1	1	78	0
LOC102900475	1	1	0	0	4	1	0	0	0	57	0
GPR3	9	10	5	8	4	8	4	3	1	37	2
WASF2	2447	1767	2112	2005	712	1575	1203	1681	1617	547	858
LOC109502183	17	8	21	24	16	9	3	0	3	32	1
AHDC1	185	108	128	212	128	85	187	186	185	182	175
FGR	1992	831	2255	1056	565	944	5	9	2	257	27
LOC101084040	2	2	1	2	3	1	1	0	0	56	1
LOC105260803	18	26	10	3	5	10	0	1	1	115	0
IFI6	2097	7416	1759	175	736	3306	438	321	229	49	645
LOC111561699	0	0	1	0	0	0	0	0	0	16	0
FAM76A	400	390	424	224	75	201	336	335	438	66	316
STX12	2041	1486	2093	1029	413	1442	3096	3518	3900	117	2730
PPP1R8	691	580	621	367	118	492	761	858	1015	134	497
LOC111562166	51	47	73	79	39	146	26	24	28	0	7
THEMIS2	677	404	678	382	165	497	18	17	23	76	15
RPA2	777	737	936	498	155	625	549	422	589	141	329
SMPDL3B	3	1	2	2	6	5	1	0	0	91	0
XKR8	96	52	53	70	27	37	53	66	64	58	86
EYA3	996	1212	1015	584	256	558	1016	1208	1152	362	715
PTAFR	596	855	672	477	204	641	5	9	1	126	0
DNAJC8	969	1314	1006	630	259	742	984	1188	1176	380	770
ATP5IF1	829	1015	923	422	163	651	2470	2765	3061	521	2398
SESN2	142	133	119	49	24	114	1636	1718	1953	139	789
LOC111561941	0	1	0	1	6	1	0	0	0	31	0
LOC109502185	9	4	4	2	16	7	9	11	11	91	0
LOC101086663	848	596	709	635	270	506	626	646	801	491	415
LOC105260802	762	821	872	391	136	505	167	130	134	37	64
LOC111562123	10109	7814	12215	10811	2743	10708	2032	1822	3149	301	579
LOC111562122	842	461	934	750	412	1713	360	382	594	3	124
RCC1	251	183	224	142	52	163	203	162	251	128	125
TRNAU1AP	446	531	446	242	136	391	475	445	433	172	258
LOC111562180	0	0	0	0	2	0	1	0	0	1	0
LOC102901878	486	711	642	334	157	461	798	1001	1096	36	555
LOC111562170	33	13	23	4	5	7	21	14	14	78	9
LOC111562158	63	43	80	34	29	82	35	71	72	1	22
LOC111562156	12	18	15	6	2	18	14	12	22	3	7
LOC111562142	46	35	39	28	10	54	64	68	86	16	32
LOC109502188	2	0	1	5	0	2	0	0	0	5	0
RAB42	4	1	0	3	2	4	9	8	13	15	5
TAF12	535	577	523	290	114	401	519	531	599	165	368
LOC111562028	0	0	0	0	1	0	0	0	0	7	0
LOC111562165	160	144	223	159	61	247	31	33	40	66	15
GMEB1	1186	957	971	632	251	794	341	332	456	322	205
LOC109502190	12	7	11	4	9	0	4	0	2	37	3
LOC109502189	1	0	1	0	2	0	0	0	0	18	0
YTHDF2	1283	1061	1126	849	331	746	915	913	1232	202	764
OPRD1	0	0	1	0	6	0	0	0	0	63	1
EPB41	13265	13110	10276	11149	2315	8401	968	782	1333	611	1245
LOC111562015	6	4	5	1	1	2	0	0	0	0	0
TMEM200B	42	19	12	15	14	36	341	289	450	35	292
SRSF4	1737	1699	1673	734	330	1178	1106	1193	1348	576	725
MECR	107	123	103	38	40	90	347	324	366	164	294
LOC111562069	1	0	0	0	0	0	0	0	0	0	0
PTPRU	26	24	17	15	26	4	303	264	209	301	158
LOC111561701	2	3	0	4	10	1	4	3	5	20	4
LOC109503080	0	0	0	4	2	1	0	0	0	34	0
LOC111561942	0	1	0	0	1	0	0	0	0	2	0
LOC109502194	0	2	2	3	4	0	0	1	1	4	0
LOC109503083	9	8	4	4	1	3	0	1	0	10	0
LOC111561702	1	0	2	0	7	0	0	0	0	4	0
LOC109502195	3	0	1	0	3	1	0	0	0	16	0
LOC109502196	2	3	1	3	5	0	2	0	0	42	0
LOC109503085	0	2	0	2	1	0	0	0	0	18	0
LOC109503086	0	2	1	0	2	1	0	0	0	1	0
MATN1	3	1	0	1	6	3	0	0	0	43	0
LAPTM5	7620	7362	8124	4131	2074	5410	7	10	9	680	6
LOC109502200	2	3	2	1	4	2	0	0	0	94	0
LOC109503087	0	0	0	0	0	2	0	0	0	20	0
SDC3	2	1	2	3	8	6	836	719	743	58	676
PUM1	3020	2574	2656	1735	650	1925	1404	1509	1677	459	1049
LOC111562139	6	6	5	3	1	7	0	0	2	0	0
LOC111562140	15	2	6	10	6	4	3	0	0	3	0
LOC111562141	24	11	12	8	3	10	5	3	8	1	2
LOC109502202	0	0	0	0	4	0	3	0	0	31	1
LOC109502203	1	0	1	3	8	0	0	1	2	34	3
NKAIN1	191	89	113	28	24	112	2039	2971	2494	106	1830
SNRNP40	772	752	680	284	142	562	662	695	738	135	449
ZCCHC17	618	563	519	303	106	433	838	895	1011	184	748
FABP3	49	46	133	50	26	46	1140	548	2688	70	2394
LOC109502204	5	9	9	9	14	6	58	35	58	70	41
SERINC2	1	1	7	4	25	3	394	348	448	115	1132
LOC101101148	0	0	5	4	5	3	0	0	0	108	0
TINAGL1	3	1	0	1	16	0	59	71	52	69	248
HCRTR1	7	23	5	7	10	17	8	2	1	65	7
PEF1	990	967	949	514	224	985	1660	1623	1819	99	1415
COL16A1	117	58	72	65	70	38	3791	2235	3269	376	493
LOC109502205	13	3	8	4	6	1	45	14	23	50	5
ADGRB2	13	3	12	8	45	8	39	96	60	293	48
LOC109502207	0	1	3	1	18	2	0	0	0	37	0
LOC109502206	7	3	0	2	28	0	1	0	0	59	0
SPOCD1	2	9	0	9	20	3	10	14	14	117	1
LOC102900721	7	4	6	6	15	2	23	35	12	118	5
PTP4A2	21464	27532	27753	13133	4592	21319	11698	11969	12292	755	7356
KHDRBS1	1460	1262	1522	1326	446	922	1230	1255	1586	407	593
TMEM39B	267	254	253	182	85	275	152	135	152	102	105
KPNA6	2489	2034	2048	1716	586	2029	2862	3494	3424	518	2314
TXLNA	2015	1705	1522	1029	391	1394	2294	2913	3041	452	2134
CCDC28B	128	92	148	66	46	78	61	92	99	46	60
IQCC	348	268	229	155	52	162	188	214	258	84	128
DCDC2B	180	76	99	85	34	63	23	16	18	107	14
TMEM234	403	382	370	248	83	258	213	269	352	82	205
EIF3I	4660	4537	4674	2938	880	3721	4486	5033	5404	364	4027
LOC101081743	533	385	416	207	100	278	37	5	12	73	12
FAM167B	29	19	13	17	13	22	5	2	8	66	1
LCK	5199	7115	4510	1432	714	3728	0	0	0	522	0
HDAC1	1212	1189	1258	701	246	858	741	736	940	377	563
MARCKSL1	474	479	397	229	86	371	57	56	206	78	65
FAM229A	28	24	10	18	6	9	8	14	15	10	2
TSSK3	122	53	84	68	21	62	38	39	50	30	34
BSDC1	1920	1767	1694	1090	362	1339	1888	2160	2287	221	1324
ZBTB8B	6	3	2	0	12	2	3	3	1	66	2
LOC109502209	0	0	0	0	3	0	0	1	0	40	0
ZBTB8A	2	2	2	4	12	1	373	371	467	214	164
ZBTB8OS	409	461	479	225	94	251	259	341	282	137	156
RBBP4	4814	4348	4775	2620	1017	3645	3874	4285	5038	437	2558
SYNC	49	44	45	40	18	41	1396	2120	1953	77	1613
KIAA1522	63	48	61	40	36	55	442	444	530	152	348
YARS	950	1253	1096	711	231	914	3017	2691	3602	195	1911
S100PBP	420	445	389	300	107	380	302	375	363	239	170
FNDC5	16	26	41	21	26	30	12	22	17	106	29
HPCA	1	0	0	0	1	0	2	1	1	31	1
TMEM54	42	27	31	29	3	18	630	458	596	22	434
LOC111562195	0	0	0	0	1	0	0	0	0	0	0
RNF19B	1579	2415	1593	897	294	1475	3061	4709	4084	286	2601
LOC111562063	0	0	0	0	0	0	0	0	0	5	0
AK2	1008	1072	1010	533	210	894	2125	2462	2507	199	1289
AZIN2	200	401	214	180	89	364	730	1154	1036	137	964
LOC109502215	1	0	3	1	3	2	12	22	17	21	15
LOC109502214	14	43	15	9	10	39	15	48	22	40	18
TRIM62	514	873	830	288	127	585	165	220	140	110	189
LOC109503089	0	0	0	0	1	0	0	0	0	20	0
ZNF362	271	227	244	197	66	165	270	351	377	103	222
A3GALT2	2	1	2	2	7	7	1	3	4	20	1
PHC2	2393	4140	3265	1967	622	3288	4373	5066	6172	243	3299
LOC109502216	2	1	1	1	8	1	0	0	1	42	0
LOC102902537	8	4	7	6	25	13	37	95	22	130	10
ZSCAN20	645	493	524	311	143	437	501	531	569	241	241
CSMD2	40	24	29	35	56	13	7	3	5	658	8
LOC111561704	2	0	2	0	6	1	0	0	0	42	0
HMGB4	0	0	0	0	0	0	0	0	0	30	0
LOC111561705	5	0	0	1	13	0	0	0	1	47	0
CC1H1orf94	2	1	6	2	12	0	0	0	0	110	0
GJB5	0	1	0	1	4	0	143	30	31	36	12
GJB4	0	0	1	0	4	0	0	0	3	43	0
GJB3	4	6	2	4	10	4	17	2	6	57	8
GJA4	416	1108	503	503	131	710	0	0	0	39	0
SMIM12	528	634	698	466	136	620	185	248	262	44	219
DLGAP3	26	16	20	34	27	27	31	61	47	160	4
LOC111561626	5	1	0	4	4	0	0	0	0	23	0
TMEM35B	858	687	966	477	253	603	1237	1594	1190	58	405
LOC109502220	11	8	15	12	7	5	3	0	4	57	4
ZMYM6	898	823	833	477	212	592	496	533	565	154	291
ZMYM1	1006	1060	975	620	275	770	486	487	525	70	354
SFPQ	8181	4635	5761	4035	1479	4008	2896	2358	3382	1522	1438
ZMYM4	1986	1807	1899	1245	584	1371	1156	1470	1549	329	883
LOC111562157	1	0	1	1	2	1	0	0	0	0	0
LOC109502224	44	26	15	22	7	19	5	7	6	37	3
KIAA0319L	932	870	811	477	248	601	560	611	645	315	600
LOC109502223	55	31	43	30	21	39	14	8	12	74	6
NCDN	380	416	377	223	99	352	777	945	986	196	634
TFAP2E	13	9	9	8	7	5	5	1	0	84	3
PSMB2	694	770	766	364	126	550	1522	1651	1828	45	1032
CC1H1orf216	95	95	101	50	21	50	170	298	271	30	167
CLSPN	373	239	379	280	123	261	140	236	151	607	138
AGO4	2588	1751	2603	1729	579	1712	449	762	881	273	392
LOC101086581	1264	997	1012	802	312	731	1212	1512	1530	415	944
LOC101087079	668	471	494	405	170	355	590	675	644	133	416
TEKT2	33	27	24	12	13	25	21	34	30	49	30
LOC109502229	1	0	0	0	1	0	2	1	1	1	0
ADPRHL2	293	256	222	176	57	231	443	507	506	106	355
COL8A2	34	21	20	24	29	22	214	215	119	129	540
LOC111561706	16	11	8	8	9	15	13	13	11	21	6
TRAPPC3	582	590	561	298	126	465	1184	1341	1422	63	923
MAP7D1	851	769	797	339	173	526	2296	2748	2679	670	2438
THRAP3	5730	5302	5303	3261	1126	3942	4140	4667	4824	890	2871
SH3D21	929	590	768	672	157	455	375	243	224	117	269
EVA1B	549	751	554	264	115	465	1209	1188	1207	18	1033
LOC109502230	58	44	47	32	11	42	16	3	13	22	16
STK40	891	765	906	685	272	669	666	631	743	205	613
LSM10	188	121	176	88	46	137	113	200	229	31	149
OSCP1	8	12	9	8	14	3	161	120	202	67	166
MRPS15	605	568	758	422	141	459	1084	1163	1444	101	733
CSF3R	1024	1032	1010	466	338	767	1	3	2	137	1
LOC111561943	0	0	0	1	2	0	0	0	0	17	0
LOC111561944	0	1	0	1	4	1	0	0	0	16	0
LOC109502233	1	1	0	1	2	1	0	0	1	17	0
LOC109502231	1	0	1	0	3	1	1	1	1	9	3
LOC111561708	2	1	0	1	4	1	0	0	1	40	0
LOC109502232	1	1	1	1	13	0	0	1	0	82	0
GRIK3	4	1	5	7	16	4	5	2	0	102	5
LOC109502236	1	0	1	1	4	1	0	0	0	22	0
LOC109502237	0	0	0	3	9	1	0	0	0	52	0
LOC109502238	3	1	0	3	9	0	0	0	0	70	0
LOC109502239	1	1	1	1	4	0	0	0	0	24	1
LOC109503090	7	6	15	3	8	10	1	0	0	36	0
ZC3H12A	767	607	650	385	149	573	186	192	227	137	134
MEAF6	574	486	468	338	137	347	431	550	641	129	294
SNIP1	891	789	959	505	194	683	589	626	600	112	353
DNALI1	4	2	3	2	11	3	3	5	5	46	3
GNL2	599	503	547	288	139	412	1116	1205	1241	273	858
RSPO1	3	0	0	2	10	3	12	8	5	53	125
LOC111561709	5	11	6	5	10	3	0	4	0	66	1
CC1H1orf109	396	500	366	177	68	355	283	374	342	91	308
CDCA8	32	36	64	30	13	39	32	6	20	162	11
EPHA10	8	18	8	7	17	6	0	0	5	166	0
LOC109502240	0	1	4	0	6	0	1	0	0	29	0
MANEAL	269	113	189	99	58	139	44	46	43	82	21
YRDC	393	311	289	169	82	286	419	432	442	80	292
CC1H1orf122	51	60	50	13	12	47	227	311	308	23	298
MTF1	617	478	609	299	144	366	426	514	551	294	433
INPP5B	1575	1633	1412	745	348	1102	2059	1981	2699	306	1521
LOC111562107	5	3	1	4	5	2	3	3	3	8	2
LOC109502242	2	3	5	2	1	1	0	0	1	25	0
SF3A3	1391	1140	1219	672	241	947	1417	1397	1695	387	931
FHL3	323	600	563	295	49	294	629	438	880	27	362
UTP11	364	380	385	191	68	244	572	719	750	94	420
POU3F1	0	2	0	2	0	0	1	0	3	12	0
LOC111561628	0	0	1	1	4	0	0	0	0	32	0
LOC109502243	0	0	1	0	0	0	0	0	0	33	0
LOC109502244	0	0	0	1	2	0	0	0	0	16	0
LOC109502245	3	1	1	3	13	2	0	0	0	120	0
LOC109502246	1	1	0	1	8	1	0	0	0	47	0
LOC109502249	1	0	0	3	3	1	0	0	0	43	0
LOC109502248	0	0	0	0	0	0	0	0	0	13	0
LOC109502247	1	1	1	2	12	2	0	0	0	99	0
RRAGC	714	536	676	389	155	419	2771	3876	3485	141	2093
LOC102901732	9	4	8	4	3	8	17	41	41	19	18
MYCBP	291	242	359	137	67	177	156	122	132	51	221
GJA9	32	19	21	12	10	8	29	21	28	58	28
RHBDL2	5	18	18	6	10	12	75	117	80	128	166
AKIRIN1	3977	5463	5405	2630	1098	4277	1862	2103	2057	150	1951
LOC109502250	9	10	9	4	4	8	3	1	0	20	3
NDUFS5	1057	869	1099	568	194	683	1397	1693	1690	131	1402
MACF1	16087	14468	12894	5757	3228	8764	13735	18681	20414	2049	12505
LOC111562037	0	0	0	0	1	0	1	1	1	3	0
BMP8A	55	19	25	19	17	16	34	27	31	77	5
LOC101088562	2	0	1	3	6	0	0	1	1	4	0
LOC105260819	41	22	16	21	11	19	13	18	21	85	15
PABPC4	1110	1000	1020	790	226	836	1881	1959	2204	409	1219
LOC111562161	24	24	23	20	9	40	12	17	11	17	3
HEYL	2	1	0	3	12	2	288	506	1501	223	39
NT5C1A	1	2	6	11	29	3	7	5	12	188	5
HPCAL4	22	34	20	10	14	9	6	10	10	134	12
