Orthogroup	Felis_catus	Puma_concolor
OG0004102	XP_003981972.1	XP_025771856.1, XP_025771854.1
OG0004103	XP_003981989.1, XP_019674120.1	XP_025771593.1
OG0004104	XP_023101909.1, XP_003982003.4	XP_025771581.1
OG0004105	XP_019674272.2, XP_003982057.2	XP_025771622.1
OG0004106	XP_019674821.1, XP_003982086.1	XP_025788304.1
OG0004107	XP_011289063.1, XP_003982126.1	XP_025771670.1
OG0004108	XP_003982130.1, XP_023103304.1	XP_025771672.1
OG0004109	XP_019675665.1, XP_003982144.1	XP_025772251.1
OG0004110	XP_006928721.1, XP_003982169.1	XP_025771683.1
OG0004111	XP_003982174.2, XP_019675819.2	XP_025771684.1
OG0004112	XP_006928742.2, XP_003982194.2	XP_025772307.1
OG0004113	XP_003982196.1, XP_006928751.1	XP_025771946.1
OG0004114	XP_003982255.1, XP_006928809.1	XP_025771802.1
OG0004115	XP_003982262.1	XP_025772362.1, XP_025772361.1
OG0004116	XP_019676969.1, XP_003982267.1	XP_025772269.1
OG0004117	XP_003982268.1, XP_023104490.1	XP_025772320.1
OG0004118	XP_019677456.1, XP_003982303.1	XP_025771728.1
OG0004119	XP_003982305.1	XP_025771795.1, XP_025771794.1
OG0004120	XP_011290033.2, XP_003982314.2	XP_025771729.1
OG0004121	XP_003982368.1	XP_025772330.1, XP_025772329.1
OG0004122	XP_003982424.1	XP_025771864.1, XP_025771865.1
OG0004123	XP_003982459.2	XP_025771912.1, XP_025771913.1
OG0004124	XP_003982480.1	XP_025778123.1, XP_025778129.1
OG0004125	XP_003982493.1	XP_025777997.1, XP_025777993.1
OG0004126	XP_023105753.1, XP_003982495.1	XP_025777721.1
OG0004127	XP_003982510.1, XP_019680522.1	XP_025778335.1
OG0004128	XP_003982522.1, XP_023105791.1	XP_025778075.1
OG0004129	XP_023105793.1, XP_003982538.1	XP_025777911.1
OG0004130	XP_003982541.1, XP_011278512.1	XP_025777057.1
OG0004131	XP_003982609.1, XP_019680717.1	XP_025777171.1
OG0004132	XP_019680746.1, XP_003982642.1	XP_025778875.1
OG0004133	XP_003982694.1	XP_025785834.1, XP_025785835.1
OG0004134	XP_003982701.1, XP_019680904.1	XP_025785240.1
OG0004135	XP_006929197.1, XP_003982731.1	XP_025785837.1
OG0004136	XP_003982737.1	XP_025785342.1, XP_025785341.1
OG0004137	XP_006929233.1, XP_003982798.1	XP_025785743.1
OG0004138	XP_006929293.1, XP_003982869.1	XP_025785241.1
OG0004139	XP_006929316.1, XP_003982936.1	XP_025785639.1
OG0004140	XP_019681201.1, XP_003982951.1	XP_025785084.1
OG0004141	XP_023106240.1, XP_003982958.1	XP_025785089.1
OG0004142	XP_003983002.1, XP_023106269.1	XP_025785037.1
OG0004143	XP_003983027.1, XP_023106285.1	XP_025785631.1
OG0004144	XP_006929389.1, XP_003983033.1	XP_025785393.1
OG0004145	XP_023106320.1, XP_003983080.2	XP_025785222.1
OG0004146	XP_003983100.2	XP_025785810.1, XP_025785811.1
OG0004147	XP_019681442.1, XP_003983147.2	XP_025785795.1
OG0004148	XP_003983179.1	XP_025785052.1, XP_025785053.1
OG0004149	XP_003983268.1, XP_019681571.1	XP_025785187.1
OG0004150	XP_003983291.1, XP_006929567.1	XP_025785440.1
OG0004151	XP_003983302.1, XP_023106579.1	XP_025785630.1
OG0004152	XP_003983306.1, XP_011278918.1	XP_025785212.1
OG0004153	XP_003983320.1, XP_006929613.1	XP_025785445.1
OG0004154	XP_003983329.1	XP_025787770.1, XP_025787771.1
OG0004155	XP_003983330.1	XP_025787773.1, XP_025787774.1
OG0004156	XP_006929639.1, XP_003983331.1	XP_025787870.1
OG0004157	XP_003983338.3, XP_006929629.2	XP_025787854.1
OG0004158	XP_023106793.1, XP_003983347.1	XP_025788273.1
OG0004159	XP_019681884.1, XP_003983402.1	XP_025787618.1
OG0004160	XP_019681887.1, XP_003983403.2	XP_025787617.1
OG0004161	XP_006929702.1, XP_003983404.1	XP_025788107.1
OG0004162	XP_003983407.1, XP_023106852.1	XP_025787939.1
OG0004163	XP_003983432.1	XP_025787575.1, XP_025787576.1
OG0004164	XP_003983493.1	XP_025787815.1, XP_025787814.1
OG0004165	XP_003983496.1, XP_006929792.1	XP_025788242.1
OG0004166	XP_019682028.1, XP_003983502.1	XP_025788201.1
OG0004167	XP_006929824.1, XP_003983537.1	XP_025788440.1
OG0004168	XP_019682083.1, XP_003983591.1	XP_025788434.1
OG0004169	XP_023107030.1, XP_003983593.4	XP_025788442.1
OG0004170	XP_019682103.1, XP_003983597.1	XP_025788289.1
OG0004171	XP_003983624.1, XP_019682162.1	XP_025787653.1
OG0004172	XP_003983718.1, XP_019682256.1	XP_025788313.1
OG0004173	XP_019682276.1, XP_003983749.1	XP_025788482.1
OG0004174	XP_003983774.1, XP_006929980.1	XP_025788495.1
OG0004175	XP_003983780.4	XP_025787784.1, XP_025787783.1
OG0004176	XP_003983803.1, XP_019682294.1	XP_025788279.1
OG0004177	XP_003983831.1, XP_019682393.1	XP_025788099.1
OG0004178	XP_003983846.1, XP_006930031.1	XP_025787703.1
OG0004179	XP_003983860.1, XP_006930044.1	XP_025788010.1
OG0004180	XP_003983885.1	XP_025787716.1, XP_025787715.1
OG0004181	XP_019682461.2, XP_003983892.2	XP_025788384.1
OG0004182	XP_019682510.1, XP_003983913.1	XP_025787616.1
OG0004183	XP_023107315.1, XP_003983927.2	XP_025788038.1
OG0004184	XP_003983939.1, XP_023107346.1	XP_025788540.1
OG0004185	XP_003983940.1, XP_019682582.1	XP_025787849.1
OG0004186	XP_003983984.1	XP_025788019.1, XP_025788020.1
OG0004187	XP_003984008.1, XP_006930151.1	XP_025788236.1
OG0004188	XP_003984019.1, XP_019682712.1	XP_025787708.1
OG0004189	XP_003984042.1	XP_025787529.1, XP_025787528.1
OG0004190	XP_003984048.1	XP_025787647.1, XP_025787646.1
OG0004191	XP_003984056.1, XP_019682777.1	XP_025788041.1
OG0004192	XP_003984060.1	XP_025788067.1, XP_025788068.1
OG0004193	XP_003984061.1	XP_025787768.1, XP_025787766.1
OG0004194	XP_006930171.1, XP_003984064.2	XP_025787953.1
OG0004195	XP_003984081.1	XP_025788190.1, XP_025788189.1
OG0004196	XP_003984132.1	XP_025788032.1, XP_025788033.1
OG0004197	XP_003984147.1	XP_025787757.1, XP_025787759.1
OG0004198	XP_023107527.1, XP_003984164.1	XP_025788075.1
OG0004199	XP_003984167.1	XP_025788192.1, XP_025788193.1
OG0004200	XP_003984200.4	XP_025787690.1, XP_025787689.1
OG0004201	XP_003984255.1	XP_025787612.1, XP_025787610.1
OG0004202	XP_003984284.1	XP_025783078.1, XP_025783079.1
OG0004203	XP_019683127.1, XP_003984291.1	XP_025783186.1
OG0004204	XP_003984294.2	XP_025782899.1, XP_025782901.1
OG0004205	XP_006930387.2, XP_003984325.2	XP_025783105.1
OG0004206	XP_003984341.1	XP_025782897.1, XP_025782896.1
OG0004207	XP_003984368.1, XP_023107723.1	XP_025782923.1
OG0004208	XP_006930422.1, XP_003984373.1	XP_025783072.1
OG0004209	XP_003984377.1	XP_025783077.1, XP_025783076.1
OG0004210	XP_003984465.3, XP_023107790.1	XP_025783206.1
OG0004211	XP_003984468.1, XP_019683362.1	XP_025782919.1
OG0004212	XP_006930500.1, XP_003984484.1	XP_025782946.1
OG0004213	XP_006930516.1, XP_003984509.1	XP_025782906.1
OG0004214	XP_006930560.2, XP_003984588.2	XP_025783160.1
OG0004215	XP_019683847.2, XP_003984665.2	XP_025788921.1
OG0004216	XP_003984667.1, XP_006930648.1	XP_025788058.1
OG0004217	XP_003984669.3	XP_025788725.1, XP_025788724.1
OG0004218	XP_019683871.1, XP_003984675.1	XP_025788843.1
OG0004219	XP_023108204.1, XP_003984699.1	XP_025788888.1
OG0004220	XP_003984700.1, XP_006930664.1	XP_025788693.1
OG0004221	XP_003984719.1	XP_025788876.1, XP_025788875.1
OG0004222	XP_003984761.1	XP_025788885.1, XP_025788884.1
OG0004223	XP_003984789.1, XP_023108322.1	XP_025777238.1
OG0004224	XP_003984792.1	XP_025777241.1, XP_025777240.1
OG0004225	XP_003984800.2, XP_011279795.1	XP_025777099.1
OG0004226	XP_023108338.1, XP_003984802.1	XP_025777578.1
OG0004227	XP_003984836.1, XP_006930788.1	XP_025777464.1
OG0004228	XP_023108418.1, XP_003984887.1	XP_025778031.1
OG0004229	XP_006930827.1, XP_003984894.1	XP_025777356.1
OG0004230	XP_003984907.1, XP_006930835.1	XP_025787681.1
OG0004231	XP_003984931.1, XP_019684295.1	XP_025778013.1
OG0004232	XP_003984936.2, XP_023108472.1	XP_025777866.1
OG0004233	XP_003984940.2	XP_025777648.1, XP_025777650.1
OG0004234	XP_019684298.2, XP_003984950.2	XP_025778166.1
OG0004235	XP_011279899.1, XP_003984963.2	XP_025778121.1
OG0004236	XP_019679881.2, XP_003984993.1	XP_025777654.1
OG0004237	XP_003985041.2, XP_006930913.2	XP_025777989.1
OG0004238	XP_003985060.1	XP_025777847.1, XP_025777846.1
OG0004239	XP_003985077.1	XP_025777381.1, XP_025777382.1
OG0004240	XP_003985088.1, XP_006930947.1	XP_025778149.1
OG0004241	XP_003985126.1, XP_019684640.1	XP_025777530.1
OG0004242	XP_003985145.4	XP_025777494.1, XP_025777493.1
OG0004243	XP_003985172.1	XP_025777720.1, XP_025777719.1
OG0004244	XP_003985177.1	XP_025777551.1, XP_025777550.1
OG0004245	XP_003985189.2, XP_006931006.1	XP_025777965.1
OG0004246	XP_019684727.1, XP_003985192.1	XP_025777236.1
OG0004247	XP_003985195.1, XP_006931014.1	XP_025778152.1
OG0004248	XP_003985226.1, XP_019684806.1	XP_025778146.1
OG0004249	XP_003985273.1	XP_025777488.1, XP_025777487.1
OG0004250	XP_023108748.1, XP_003985276.2	XP_025777113.1
OG0004251	XP_003985286.1, XP_023108752.1	XP_025778117.1
OG0004252	XP_003985297.1	XP_025778107.1, XP_025778106.1
OG0004253	XP_003985299.1, XP_023108783.1	XP_025777730.1
OG0004254	XP_003985332.3	XP_025778245.1, XP_025778244.1
OG0004255	XP_003985340.1, XP_023108827.1	XP_025777792.1
OG0004256	XP_023108830.1, XP_003985346.1	XP_025777929.1
OG0004257	XP_006931137.1, XP_003985354.1	XP_025777590.1
OG0004258	XP_003985371.1, XP_023108806.1	XP_025777477.1
OG0004259	XP_019684935.2, XP_003985380.2	XP_025777934.1
OG0004260	XP_003985385.2, XP_006931135.1	XP_025777926.1
OG0004261	XP_003985402.1, XP_006931164.1	XP_025777101.1
OG0004262	XP_003985454.1	XP_025777147.1, XP_025777148.1
OG0004263	XP_023108957.1, XP_003985478.1	XP_025777131.1
OG0004264	XP_003985519.3, XP_019685217.1	XP_025777829.1
OG0004265	XP_019685213.1, XP_003985520.1	XP_025777473.1
OG0004266	XP_003985529.4, XP_019685236.2	XP_025777255.1
OG0004267	XP_006931273.1, XP_003985566.1	XP_025777391.1
OG0004268	XP_006931285.1, XP_003985581.1	XP_025777276.1
OG0004269	XP_003985660.1	XP_025777221.1, XP_025777222.1
OG0004270	XP_003985668.3, XP_003985670.1	XP_025773043.1
OG0004271	XP_003985706.2, XP_006931407.1	XP_025772941.1
OG0004272	XP_003985784.2, XP_019685687.1	XP_025772930.1
OG0004273	XP_023109359.1, XP_003985788.1	XP_025772928.1
OG0004274	XP_003985790.1, XP_006931466.1	XP_025772875.1
OG0004275	XP_003985799.1	XP_025772969.1, XP_025772968.1
OG0004276	XP_011280442.1, XP_003985800.1	XP_025773000.1
OG0004277	XP_019685801.1, XP_003985851.1	XP_025772736.1
OG0004278	XP_023109460.1, XP_003985871.1	XP_025772729.1
OG0004279	XP_003985887.1	XP_025772994.1, XP_025772995.1
OG0004280	XP_006931545.1, XP_003985890.1	XP_025773086.1
OG0004281	XP_003985901.1	XP_025773074.1, XP_025773073.1
OG0004282	XP_003985902.2, XP_019685885.1	XP_025773153.1
OG0004283	XP_003985909.1, XP_006931569.1	XP_025773081.1
OG0004284	XP_003985915.1	XP_025772849.1, XP_025772848.1
OG0004285	XP_003985919.1	XP_025772852.1, XP_025772853.1
OG0004286	XP_003985931.1	XP_025772885.1, XP_025772886.1
OG0004287	XP_003985961.1	XP_025772867.1, XP_025772866.1
OG0004288	XP_019685906.1, XP_003985962.1	XP_025773080.1
OG0004289	XP_003985993.1	XP_025772863.1, XP_025772864.1
OG0004290	XP_023109526.1, XP_003986002.1	XP_025773024.1
OG0004291	XP_003986013.1, XP_023109529.1	XP_025773059.1
OG0004292	XP_023109546.1, XP_003986038.1	XP_025781938.1
OG0004293	XP_023109575.1, XP_003986040.1	XP_025781413.1
OG0004294	XP_023109563.1, XP_003986052.1	XP_025781196.1
OG0004295	XP_003986063.1, XP_023109565.1	XP_025781864.1
OG0004296	XP_003986110.1, XP_003986111.1	XP_025781848.1
OG0004297	XP_003986122.1, XP_006931724.1	XP_025781921.1
OG0004298	XP_003986172.1	XP_025781379.1, XP_025781380.1
OG0004299	XP_003986197.2	XP_025780986.1, XP_025780985.1
OG0004300	XP_003986211.1	XP_025781433.1, XP_025781434.1
OG0004301	XP_003986262.1, XP_023109809.1	XP_025781675.1
OG0004302	XP_023109817.1, XP_003986272.1	XP_025781790.1
OG0004303	XP_019686282.1, XP_003986288.1	XP_025781477.1
OG0004304	XP_023109830.1, XP_003986291.1	XP_025781666.1
OG0004305	XP_019686291.1, XP_003986292.1	XP_025781950.1
OG0004306	XP_006931926.1, XP_003986385.1	XP_025781082.1
OG0004307	XP_006931946.1, XP_003986407.1	XP_025781753.1
OG0004308	XP_003986417.1	XP_025781100.1, XP_025781101.1
OG0004309	XP_003986439.1, XP_019686526.1	XP_025781174.1
OG0004310	XP_003986492.1	XP_025780940.1, XP_025780939.1
OG0004311	XP_019686645.1, XP_003986513.1	XP_025781731.1
OG0004312	XP_003986526.1, XP_019686661.1	XP_025781571.1
OG0004313	XP_006932023.1, XP_003986528.1	XP_025781728.1
OG0004314	XP_023110043.1, XP_003986530.2	XP_025781427.1
OG0004315	XP_003986541.3	XP_025781435.1, XP_025781436.1
OG0004316	XP_003986569.3, XP_019686726.1	XP_025781719.1
OG0004317	XP_019686729.1, XP_003986577.1	XP_025781716.1
OG0004318	XP_003986589.1	XP_025781504.1, XP_025781505.1
OG0004319	XP_003986590.1	XP_025781179.1, XP_025781180.1
OG0004320	XP_003986651.1, XP_006932115.1	XP_025781272.1
OG0004321	XP_003986660.1, XP_006932116.1	XP_025781378.1
OG0004322	XP_003986662.2	XP_025781480.1, XP_025781479.1
OG0004323	XP_019686939.1, XP_003986687.1	XP_025781392.1
OG0004324	XP_003986715.1, XP_019686987.1	XP_025781277.1
OG0004325	XP_003986718.2	XP_025781289.1, XP_025781288.1
OG0004326	XP_003986742.1, XP_006932190.1	XP_025781237.1
OG0004327	XP_003986754.4, XP_019687021.2	XP_025781231.1
OG0004328	XP_006932228.2, XP_003986783.1	XP_025775735.1
OG0004329	XP_006932230.1, XP_003986784.1	XP_025774291.1
OG0004330	XP_003986836.1	XP_025775437.1, XP_025775436.1
OG0004331	XP_003986846.1, XP_003986847.1	XP_025774518.1
OG0004332	XP_003986856.1	XP_025774320.1, XP_025774321.1
OG0004333	XP_003986876.1, XP_006932308.1	XP_025775693.1
OG0004334	XP_003986885.1	XP_025775482.1, XP_025775483.1
OG0004335	XP_006932325.1, XP_003986891.2	XP_025774914.1
OG0004336	XP_003986941.2, XP_019687518.1	XP_025775361.1
OG0004337	XP_003986977.1, XP_019687588.1	XP_025774611.1
OG0004338	XP_003987003.3, XP_019687615.2	XP_025774951.1
OG0004339	XP_006932439.1, XP_003987008.1	XP_025775718.1
OG0004340	XP_006932483.1, XP_003987047.2	XP_025775467.1
OG0004341	XP_019687753.1, XP_003987063.1	XP_025775510.1
OG0004342	XP_003987071.1	XP_025775835.1, XP_025775834.1
OG0004343	XP_006932517.1, XP_003987076.2	XP_025775300.1
OG0004344	XP_003987084.1	XP_025775528.1, XP_025775529.1
OG0004345	XP_003987085.1, XP_019687793.1	XP_025775793.1
OG0004346	XP_006932542.1, XP_003987117.1	XP_025775367.1
OG0004347	XP_019687894.1, XP_003987141.1	XP_025775602.1
OG0004348	XP_003987166.2	XP_025775250.1, XP_025775251.1
OG0004349	XP_006932591.1, XP_003987195.1	XP_025775603.1
OG0004350	XP_003987214.1	XP_025774761.1, XP_025774760.1
OG0004351	XP_003987258.2	XP_025775872.1, XP_025775873.1
OG0004352	XP_003987293.4	XP_025775595.1, XP_025775596.1
OG0004353	XP_003987332.1	XP_025775540.1, XP_025775539.1
OG0004354	XP_003987342.2	XP_025775263.1, XP_025775262.1
OG0004355	XP_003987401.2, XP_019688275.2	XP_025775223.1
OG0004356	XP_003987406.2, XP_023111940.1	XP_025775042.1
OG0004357	XP_003987408.2	XP_025774659.1, XP_025775222.1
OG0004358	XP_003987415.2, XP_003987411.2	XP_025775043.1
OG0004359	XP_003987432.1, XP_003987430.1	XP_025775817.1
OG0004360	XP_003987509.1, XP_019688358.1	XP_025775239.1
OG0004361	XP_003987528.1	XP_025774580.1, XP_025774581.1
OG0004362	XP_003987550.1	XP_025774346.1, XP_025774347.1
OG0004363	XP_019688419.1, XP_003987559.3	XP_025774838.1
OG0004364	XP_003987562.1	XP_025775721.1, XP_025775720.1
OG0004365	XP_003987564.1, XP_019688428.1	XP_025775375.1
OG0004366	XP_006932841.1, XP_003987567.1	XP_025775332.1
OG0004367	XP_023111381.1, XP_003987572.1	XP_025775608.1
OG0004368	XP_003987574.1, XP_006932852.1	XP_025775079.1
OG0004369	XP_003987577.1, XP_019688446.1	XP_025775384.1
OG0004370	XP_003987589.3	XP_025775304.1, XP_025775305.1
OG0004371	XP_003987660.2, XP_019688539.1	XP_025775604.1
OG0004372	XP_003987663.1	XP_025775618.1, XP_025775619.1
OG0004373	XP_003987667.1, XP_019688542.1	XP_025775099.1
OG0004374	XP_003987674.2, XP_023111449.1	XP_025775256.1
OG0004375	XP_003987704.1	XP_025775695.1, XP_025775697.1
OG0004376	XP_023111491.1, XP_003987735.1	XP_025775115.1
OG0004377	XP_003987798.1	XP_025775294.1, XP_025775295.1
OG0004378	XP_003987800.1, XP_019688738.1	XP_025774277.1
OG0004379	XP_011281598.1, XP_003987820.2	XP_025775463.1
OG0004380	XP_019688761.2, XP_003987822.3	XP_025775130.1
OG0004381	XP_003987839.1, XP_006933019.1	XP_025775134.1
OG0004382	XP_003987851.1	XP_025775298.1, XP_025775297.1
OG0004383	XP_003987853.1, XP_023111577.1	XP_025774675.1
OG0004384	XP_003987854.1, XP_019688814.1	XP_025775399.1
OG0004385	XP_019688882.1, XP_003987928.1	XP_025775151.1
OG0004386	XP_011281760.1, XP_003987979.3	XP_025775168.1
OG0004387	XP_023111861.1, XP_003988055.1	XP_025775807.1
OG0004388	XP_003988062.1, XP_003988063.1	XP_025775205.1
OG0004389	XP_006933230.1, XP_003988071.1	XP_025775215.1
OG0004390	XP_019689607.1, XP_003988198.1	XP_025786763.1
OG0004391	XP_003988204.2, XP_019689505.1	XP_025786782.1
OG0004392	XP_003988251.3, XP_023112260.1	XP_025786744.1
OG0004393	XP_003988322.1, XP_023112419.1	XP_025786528.1
OG0004394	XP_023112502.1, XP_003988388.1	XP_025786051.1
OG0004395	XP_003988392.1, XP_019690011.1	XP_025786708.1
OG0004396	XP_003988447.2	XP_025786620.1, XP_025786621.1
OG0004397	XP_003988454.1, XP_023112534.1	XP_025785887.1
OG0004398	XP_019690073.1, XP_003988463.1	XP_025786473.1
OG0004399	XP_019690106.1, XP_003988481.1	XP_025786527.1
OG0004400	XP_003988482.1	XP_025785888.1, XP_025785889.1
OG0004401	XP_023112637.1, XP_003988553.1	XP_025786456.1
OG0004402	XP_023112658.1, XP_003988580.1	XP_025786169.1
OG0004403	XP_003988644.1, XP_023112756.1	XP_025786296.1
OG0004404	XP_019690431.1, XP_003988675.1	XP_025786278.1
OG0004405	XP_003988685.1	XP_025785855.1, XP_025785854.1
OG0004406	XP_003988691.1	XP_025786425.1, XP_025786424.1
OG0004407	XP_003988731.1	XP_025786132.1, XP_025786133.1
OG0004408	XP_003988734.1	XP_025786029.1, XP_025786028.1
OG0004409	XP_003988780.1, XP_003988781.2	XP_025786246.1
OG0004410	XP_003988784.1	XP_025785917.1, XP_025785916.1
OG0004411	XP_003988819.1	XP_025786037.1, XP_025786038.1
OG0004412	XP_003988827.1	XP_025786123.1, XP_025786122.1
OG0004413	XP_003988914.3	XP_025782524.1, XP_025782525.1
OG0004414	XP_003988926.1	XP_025782392.1, XP_025782393.1
OG0004415	XP_003988942.1	XP_025782482.1, XP_025782483.1
OG0004416	XP_023112918.1, XP_003988972.1	XP_025782794.1
OG0004417	XP_003988999.1	XP_025782416.1, XP_025782417.1
OG0004418	XP_003989014.1, XP_011282383.1	XP_025782697.1
OG0004419	XP_019690715.1, XP_003989018.1	XP_025782699.1
OG0004420	XP_003989053.1	XP_025782600.1, XP_025782599.1
OG0004421	XP_003989089.1	XP_025782154.1, XP_025782153.1
OG0004422	XP_023113007.1, XP_003989091.1	XP_025782187.1
OG0004423	XP_003989101.2	XP_025782133.1, XP_025782132.1
OG0004424	XP_023113046.1, XP_003989126.1	XP_025782199.1
OG0004425	XP_006933986.1, XP_003989157.1	XP_025782770.1
OG0004426	XP_003989160.1, XP_003989159.1	XP_025782425.1
OG0004427	XP_003989172.1	XP_025782359.1, XP_025782358.1
OG0004428	XP_003989177.1, XP_006934003.1	XP_025782553.1
OG0004429	XP_003989207.1	XP_025782458.1, XP_025782459.1
OG0004430	XP_019690948.1, XP_003989212.2	XP_025782737.1
OG0004431	XP_003989224.1, XP_006934035.1	XP_025782579.1
OG0004432	XP_019691066.1, XP_003989278.1	XP_025782241.1
OG0004433	XP_019691144.1, XP_003989310.1	XP_025782607.1
OG0004434	XP_003989312.1, XP_006934106.1	XP_025782759.1
OG0004435	XP_006934112.1, XP_003989319.1	XP_025782336.1
OG0004436	XP_003989329.2	XP_025782817.1, XP_025782820.1
OG0004437	XP_003989375.2, XP_011282544.1	XP_025782329.1
OG0004438	XP_003989402.3, XP_006934200.2	XP_025782320.1
OG0004439	XP_023113369.1, XP_003989417.2	XP_025782300.1
OG0004440	XP_023113855.1, XP_003989522.1	XP_025768147.1
OG0004441	XP_003989523.1, XP_006934327.1	XP_025790926.1
OG0004442	XP_003989530.1	XP_025787460.1, XP_025787454.1
OG0004443	XP_003989612.1, XP_019691641.1	XP_025768388.1
OG0004444	XP_003989635.1, XP_019691760.1	XP_025768403.1
OG0004445	XP_003989668.1, XP_023113991.1	XP_025791044.1
OG0004446	XP_003989701.1	XP_025787366.1, XP_025787356.1
OG0004447	XP_019691957.1, XP_003989710.1	XP_025781440.1
OG0004448	XP_003989717.4	XP_025768168.1, XP_025768169.1
OG0004449	XP_003989759.1, XP_019691849.1	XP_025790234.1
OG0004450	XP_003989819.1	XP_025788731.1, XP_025788720.1
OG0004451	XP_003989827.2, XP_023114166.1	XP_025768490.1
OG0004452	XP_003989828.1	XP_025790709.1, XP_025790710.1
OG0004453	XP_003989843.1, XP_019692115.1	XP_025781802.1
OG0004454	XP_019692143.1, XP_003989857.1	XP_025781853.1
OG0004455	XP_003989873.1	XP_025790892.1, XP_025790893.1
OG0004456	XP_003989888.1, XP_006934615.1	XP_025768014.1
OG0004457	XP_003989906.1	XP_025788358.1, XP_025788349.1
OG0004458	XP_003989914.3, XP_011283027.2	XP_025781999.1
OG0004459	XP_003989944.1	XP_025787001.1, XP_025787008.1
OG0004460	XP_003990020.2	XP_025791008.1, XP_025791007.1
OG0004461	XP_006934720.1, XP_003990022.1	XP_025786812.1
OG0004462	XP_003990028.4, XP_023114358.1	XP_025790703.1
OG0004463	XP_003990099.1	XP_025788846.1, XP_025788830.1
OG0004464	XP_003990102.1	XP_025767874.1, XP_025767875.1
OG0004465	XP_003990141.1	XP_025790755.1, XP_025790754.1
OG0004466	XP_006934806.1, XP_003990153.1	XP_025782609.1
OG0004467	XP_003990320.2	XP_025790852.1, XP_025790853.1
OG0004468	XP_019692950.1, XP_003990373.1	XP_025768300.1
OG0004469	XP_019693065.1, XP_003990412.1	XP_025767925.1
OG0004470	XP_003990424.1	XP_025788213.1, XP_025788206.1
OG0004471	XP_003990459.1	XP_025767928.1, XP_025767929.1
OG0004472	XP_003990467.1	XP_025790100.1, XP_025790093.1
OG0004473	XP_003990477.1, XP_019694731.1	XP_025783610.1
OG0004474	XP_003990483.2, XP_023114720.1	XP_025768251.1
OG0004475	XP_003990502.1, XP_019693163.1	XP_025787158.1
OG0004476	XP_003990504.1, XP_023114747.1	XP_025783672.1
OG0004477	XP_003990506.1	XP_025790933.1, XP_025790932.1
OG0004478	XP_006935062.1, XP_003990513.1	XP_025768539.1
OG0004479	XP_003990531.1, XP_019693209.1	XP_025787220.1
OG0004480	XP_011283378.1, XP_003990532.1	XP_025790639.1
OG0004481	XP_003990557.1	XP_025767877.1, XP_025767876.1
OG0004482	XP_003990583.1	XP_025788656.1, XP_025788649.1
OG0004483	XP_006935163.1, XP_003990648.1	XP_025784108.1
OG0004484	XP_003990659.2, XP_006935173.2	XP_025790607.1
OG0004485	XP_003990713.1, XP_019693453.1	XP_025791016.1
OG0004486	XP_003990723.1, XP_023114967.1	XP_025791027.1
OG0004487	XP_003990787.1, XP_006935324.1	XP_025790127.1
OG0004488	XP_019693638.1, XP_003990797.2	XP_025790533.1
OG0004489	XP_003990847.1	XP_025780428.1, XP_025780437.1
OG0004490	XP_003990886.1	XP_025789860.1, XP_025789853.1
OG0004491	XP_003990946.1, XP_003990945.1	XP_025785078.1
OG0004492	XP_006935454.1, XP_003990957.1	XP_025790714.1
OG0004493	XP_003990964.1	XP_025791073.1, XP_025791074.1
OG0004494	XP_023115275.1, XP_003991002.2	XP_025785093.1
OG0004495	XP_003991014.1	XP_025768044.1, XP_025768043.1
OG0004496	XP_023115320.1, XP_003991025.1	XP_025767966.1
OG0004497	XP_006935506.1, XP_003991033.1	XP_025785253.1
OG0004498	XP_023114109.1, XP_003991035.2	XP_025785263.1
OG0004499	XP_019694000.1, XP_003991059.1	XP_025768568.1
OG0004500	XP_003991067.1, XP_011283773.1	XP_025768423.1
OG0004501	XP_003991110.1, XP_019694027.1	XP_025790860.1
OG0004502	XP_003991120.1, XP_006935569.1	XP_025787871.1
OG0004503	XP_003991129.1	XP_025786988.1, XP_025786981.1
OG0004504	XP_003991130.1	XP_025786969.1, XP_025786962.1
OG0004505	XP_003991194.1, XP_023115445.1	XP_025785685.1
OG0004506	XP_003991201.1, XP_003991200.1	XP_025791004.1
OG0004507	XP_003991217.1	XP_025790804.1, XP_025790805.1
OG0004508	XP_003991281.1	XP_025768306.1, XP_025768307.1
OG0004509	XP_006935749.1, XP_003991302.1	XP_025790673.1
OG0004510	XP_003991346.1, XP_006935799.1	XP_025786366.1
OG0004511	XP_019694549.1, XP_003991376.1	XP_025786498.1
OG0004512	XP_006935860.1, XP_003991396.1	XP_025768805.1
OG0004513	XP_003991452.1, XP_023094468.1	XP_025768860.1
OG0004514	XP_003991473.1, XP_023094506.1	XP_025768900.1
OG0004515	XP_003991516.2	XP_025769232.1, XP_025769231.1
OG0004516	XP_006936013.1, XP_003991549.1	XP_025769106.1
OG0004517	XP_003991640.1, XP_006936076.1	XP_025769575.1
OG0004518	XP_003991677.2	XP_025769019.1, XP_025769020.1
OG0004519	XP_003991729.1	XP_025768725.1, XP_025768726.1
OG0004520	XP_003991734.1	XP_025769768.1, XP_025769767.1
OG0004521	XP_003991740.3	XP_025768934.1, XP_025768935.1
OG0004522	XP_006936159.1, XP_003991742.1	XP_025769735.1
OG0004523	XP_003991763.1, XP_023115995.1	XP_025768926.1
OG0004524	XP_019695495.1, XP_003991787.1	XP_025769127.1
